1497 10000
832 1330 565
1028 336 610
1136 115 695
210 1479 289
953 1354 769
652 1295 597
1266 1016 558
680 276 469
1439 1279 216
710 346 789
669 415 746
326 914 967
1333 985 610
1026 1301 27
240 1143 243
652 1016 796
1474 1184 908
192 1440 882
64 1016 49
1051 975 349
914 629 740
998 397 852
1402 809 375
1261 953 353
292 578 432
774 1051 757
1266 822 920
19 829 350
560 1333 395
1301 752 665
901 225 51
669 1480 683
1295 539 928
1354 295 478
1377 1423 37
1437 397 451
996 879 357
862 457 546
430 1416 157
675 879 151
1195 927 838
425 415 466
35 340 768
1417 326 402
1223 326 320
397 671 945
686 563 637
988 600 733
486 159 139
944 1189 201
1100 276 490
1480 1315 308
467 1377 973
1037 916 714
1195 563 223
472 995 123
1305 739 125
600 520 263
337 1437 645
1051 681 141
1217 1368 74
7 1068 762
1037 848 352
272 981 641
856 794 155
640 705 632
178 224 708
134 674 752
225 617 299
1333 1377 452
1366 755 223
794 70 270
70 368 56
831 1240 770
921 520 842
340 804 469
134 387 412
879 1219 41
1031 1460 949
1461 927 734
1319 149 62
466 1037 88
944 1232 624
635 490 20
856 1375 828
1175 50 726
879 1223 142
1383 1231 386
635 134 820
568 923 824
264 103 498
1127 774 316
1148 1223 335
240 686 134
893 785 139
91 340 282
47 1189 527
326 346 919
105 568 640
88 1077 168
652 600 506
683 580 704
755 370 792
1005 64 59
852 470 99
115 560 937
573 1319 905
774 588 494
224 520 310
1053 520 518
1114 325 553
1232 375 861
138 1492 272
1053 465 797
276 486 355
1091 568 74
988 486 631
600 1319 439
594 1143 577
138 829 836
311 1341 777
703 212 955
1127 233 983
1305 1091 802
1151 556 529
1136 1131 817
224 812 415
279 276 428
19 988 249
370 549 867
1074 600 541
494 1492 268
1231 466 990
1095 1051 230
163 1360 407
648 466 761
772 563 169
683 105 532
600 566 736
566 588 306
680 1114 421
635 1005 9
233 1258 576
710 1099 754
212 578 818
1295 923 344
745 985 139
266 91 818
240 546 281
1417 916 756
1104 233 561
279 996 861
392 1430 677
703 213 521
739 573 115
158 563 71
546 580 508
739 1223 215
795 1023 982
686 1354 231
307 1461 8
703 1060 485
745 988 941
1053 119 92
494 581 380
636 1048 106
799 563 744
600 578 382
1381 103 20
1127 447 741
252 304 410
134 741 410
658 1349 272
1480 944 624
364 601 497
1165 817 688
1194 252 168
1217 772 97
264 64 538
772 649 834
1077 279 721
755 105 75
244 1423 885
413 281 596
594 1099 165
80 397 89
785 914 704
411 1375 355
119 1398 932
876 1143 414
985 1417 962
1391 360 834
533 680 658
1095 594 845
798 563 160
421 361 421
830 1176 324
710 635 744
533 1127 250
563 1266 233
549 189 761
870 1366 402
428 893 973
755 466 320
134 1060 135
664 7 667
1166 705 578
134 1217 301
1023 600 246
742 600 904
91 1295 211
568 953 852
233 703 271
205 128 760
1189 1223 221
1446 231 67
1423 307 261
876 794 934
671 755 353
110 860 739
930 326 93
1465 774 168
553 465 470
266 337 753
1296 321 55
1295 674 228
1037 1008 790
56 351 28
244 798 320
1063 995 985
1189 527 469
486 944 215
1437 304 321
1249 1213 105
1091 884 224
876 1232 361
1219 266 490
1437 1114 794
640 340 690
981 332 868
1368 225 240
901 1131 89
703 1439 448
1333 1128 632
1295 705 153
851 1366 827
462 952 115
1354 563 92
370 465 369
1026 953 906
683 63 417
798 326 125
326 336 587
563 553 631
1398 652 632
580 279 14
233 656 364
368 421 574
1305 887 492
860 686 616
610 134 1
70 80 694
649 1398 863
224 686 994
675 483 435
240 1341 347
804 397 917
1446 368 228
648 284 563
851 110 157
1341 703 977
1279 1465 396
1131 466 339
1313 1019 544
19 618 603
669 995 462
115 1398 281
252 661 976
425 733 555
119 743 201
829 1232 434
930 252 449
370 1232 303
1368 640 16
813 851 492
1261 115 86
1232 1341 886
829 618 188
1439 675 507
1095 425 779
1213 773 364
703 511 317
703 279 450
930 703 58
1008 568 161
618 64 60
1026 887 621
703 1192 328
1127 1385 588
104 390 197
1213 680 9
192 1037 205
774 1437 816
490 1439 428
1375 466 971
1104 774 793
1377 1492 511
936 848 834
813 566 965
923 996 870
486 1381 27
22 916 674
1182 347 403
141 1152 487
397 1068 469
1219 795 511
953 744 389
985 921 915
1301 578 424
134 490 409
1170 963 857
19 447 267
276 618 589
502 421 335
739 1060 883
1461 63 827
189 1295 609
743 1037 76
549 192 912
870 1060 845
742 1194 660
640 22 559
188 1219 28
253 568 69
253 466 65
600 648 314
134 1166 432
696 778 45
635 563 714
870 1333 763
115 80 956
1423 91 251
550 233 118
252 421 47
1005 22 253
1128 710 565
188 1423 42
573 1265 142
930 47 398
340 743 146
1333 649 97
425 149 497
466 278 626
1279 576 978
307 1417 813
703 1492 484
645 813 567
490 1368 65
799 785 278
279 1255 497
1166 1456 843
1333 703 861
669 1143 681
573 336 728
563 1301 192
336 432 425
325 178 936
1251 224 356
1306 546 349
914 1023 112
494 965 138
559 233 337
1114 279 334
1265 703 25
233 88 764
1305 549 796
923 224 936
1136 1480 54
421 927 475
568 982 865
216 1376 662
212 527 745
259 1279 396
1037 1091 534
1131 134 657
268 368 293
1440 233 907
566 494 103
675 1423 436
105 1219 963
22 421 364
1196 1297 492
546 1008 402
1219 138 93
228 1219 49
22 1480 557
1261 573 955
520 1266 727
921 648 590
466 115 48
88 1068 390
1265 233 472
397 1440 305
610 829 63
268 930 434
224 464 112
421 652 568
804 549 730
610 1194 747
494 1223 397
252 1377 802
292 252 712
600 1231 675
1385 812 614
866 70 382
1176 466 137
1099 988 634
1127 1068 504
927 795 999
887 1004 419
80 276 950
1038 1231 555
759 397 322
915 789 320
1183 1366 169
1366 1456 889
559 745 230
804 326 767
228 191 628
159 47 631
1360 935 66
965 397 48
566 134 144
375 1219 590
851 176 235
649 755 671
259 580 794
985 661 274
1492 914 413
1038 1231 925
574 259 396
8 1490 281
225 415 986
64 703 120
1492 1004 693
1166 149 15
745 455 696
812 370 524
465 549 636
533 336 566
176 1091 652
276 266 774
80 1423 79
304 600 521
483 276 346
259 1437 511
772 573 962
1060 1023 725
1091 600 530
448 598 914
1480 1232 888
785 1008 604
640 233 89
134 307 917
1192 1383 344
1440 264 693
437 753 781
259 486 892
80 192 185
63 320 98
1091 465 956
307 425 312
1037 241 702
266 600 842
1423 336 201
1354 1446 847
600 119 7
563 610 83
579 1273 201
1470 1219 261
1495 1229 881
259 527 677
813 1375 185
630 1037 455
600 1354 477
664 1063 374
7 671 816
640 397 760
1136 649 250
1195 1026 946
1440 568 148
346 1266 631
759 652 987
985 428 179
533 1232 645
1355 307 278
1385 447 607
401 19 139
851 425 198
1153 192 362
239 262 265
304 674 397
774 914 731
1199 1011 736
1097 745 857
774 1026 731
1005 1223 491
1176 1437 832
252 1301 305
876 361 975
1267 1237 581
105 1068 522
80 1143 484
1183 1366 292
701 1060 827
1181 1223 385
1381 1395 566
533 600 431
240 134 689
1068 364 904
675 370 548
1091 884 375
7 1384 955
189 560 796
1100 785 760
494 266 615
553 759 386
370 466 529
1266 63 91
920 1441 568
425 1217 749
88 241 277
566 466 679
64 799 228
1480 710 139
982 311 894
923 80 356
105 1131 355
1143 428 617
1023 304 66
909 372 515
1114 1231 444
737 982 164
781 848 994
1005 304 44
914 279 566
683 568 397
1060 486 704
680 975 629
233 1279 903
1450 1415 921
134 1008 29
1465 486 195
63 813 115
91 340 494
105 1091 736
486 278 23
1131 1166 528
580 292 19
861 64 983
588 1131 843
1492 580 176
1465 705 431
486 1381 452
1091 119 234
1037 325 848
1435 849 224
1341 944 32
397 944 880
1301 870 673
1492 326 939
268 848 926
346 1251 493
134 1279 414
914 573 305
465 253 673
276 914 313
1103 157 980
494 860 133
22 466 877
851 656 349
292 645 405
856 794 325
566 1492 373
1223 1037 998
340 253 285
1100 483 584
1437 686 265
703 772 287
773 1314 649
702 534 662
1127 1231 435
1236 547 456
785 159 631
841 386 48
1377 428 385
1266 1176 627
1005 1028 56
860 829 891
893 115 679
326 860 240
1004 686 577
1176 988 483
138 553 138
119 914 237
1117 759 532
486 1437 627
580 1305 555
944 683 319
337 701 907
664 159 225
1377 340 1
1143 1078 430
795 84 327
553 600 42
278 1060 466
71 704 717
703 1258 174
1417 1091 566
1378 111 254
533 1004 526
1295 656 997
574 370 214
212 563 272
1456 176 743
387 710 398
1063 228 920
887 774 696
701 447 313
1008 421 415
1366 1004 645
252 80 175
975 683 631
1319 1128 846
1004 19 684
733 594 1000
1465 739 148
1023 1301 559
149 773 208
266 415 926
1279 795 281
546 1465 494
259 1385 26
580 754 212
415 884 760
944 965 915
415 1266 623
7 936 37
1068 745 203
860 884 756
744 1005 419
1037 618 751
772 744 683
822 648 252
1068 804 39
573 1053 248
914 134 171
1306 755 795
103 887 76
1195 618 706
337 1060 502
703 914 52
813 1051 801
576 573 536
799 292 784
656 580 69
743 744 327
134 1143 101
1301 862 432
600 268 694
953 1333 439
901 64 801
1114 397 995
755 1063 204
1305 703 332
755 105 178
486 812 743
772 581 55
544 1425 281
1060 134 85
387 1230 132
1375 326 798
47 225 107
798 563 667
661 1005 582
785 1456 19
674 494 745
337 549 795
1005 1341 925
772 138 976
674 916 617
320 346 899
965 648 958
325 192 805
1223 1261 916
486 1223 240
563 103 402
70 1095 204
944 1136 720
669 466 666
1014 983 917
1299 136 872
1266 635 225
944 19 248
539 464 40
985 566 51
1037 785 30
278 1127 615
1492 930 632
176 192 361
813 149 557
320 253 511
466 212 501
397 988 410
520 415 685
115 970 960
600 105 652
785 563 484
469 1465 866
115 635 403
566 1077 896
676 1379 803
1099 1004 215
1261 1232 511
1440 1279 317
1183 916 784
1127 1166 278
1480 610 653
703 813 497
1051 1437 4
812 466 298
930 1176 111
680 600 637
1068 1063 79
134 7 444
252 425 896
64 600 259
241 1446 897
1398 1016 316
1031 329 310
563 916 252
236 637 52
397 1266 790
444 1248 328
1008 618 679
1377 233 849
189 1439 992
285 910 115
744 1223 837
1341 1053 411
1446 264 757
465 486 770
914 1091 880
159 22 758
244 1456 644
772 225 728
710 563 753
553 47 822
233 252 169
421 296 879
134 91 356
442 923 837
1078 64 378
568 812 28
755 1480 832
134 494 896
563 1381 914
375 965 426
805 965 453
1099 988 548
995 754 462
1189 876 922
278 192 185
1341 988 730
554 634 946
1385 755 636
860 326 769
64 953 264
1091 930 447
7 138 998
127 1394 569
370 936 151
486 1028 662
1100 375 211
341 795 442
661 397 367
91 88 468
743 703 102
1037 588 792
1266 578 320
549 648 637
88 240 478
466 1446 715
755 953 807
1153 851 122
224 159 840
703 110 558
745 675 155
337 240 956
1099 996 269
1031 1155 628
1341 1134 191
1153 573 330
870 1213 330
940 389 328
387 856 399
22 455 536
416 465 6
1004 278 680
469 1385 263
64 224 471
826 1124 357
1333 1385 58
1197 363 55
1004 1068 920
465 268 399
1213 138 881
1398 914 164
159 1131 213
785 1189 285
652 813 758
944 848 60
1183 527 153
325 1492 909
228 546 959
64 252 502
1176 568 503
581 1053 86
995 988 629
1072 198 609
995 739 815
375 1077 997
1341 1377 908
1496 747 666
63 953 599
494 927 243
149 1051 12
1305 105 674
661 1223 256
70 1384 473
745 944 637
63 1005 177
469 486 885
829 683 110
1213 535 530
276 741 228
856 862 137
304 1440 321
483 337 294
1184 65 128
1077 397 287
337 1385 469
944 416 369
346 944 920
88 996 891
1114 995 769
1008 785 341
829 901 471
813 1385 184
1492 252 679
1295 635 191
686 953 668
1375 675 81
276 916 501
520 1311 405
1480 566 929
652 105 773
831 732 390
743 1385 991
176 785 692
671 233 791
965 266 330
252 1008 100
549 276 337
1492 47 94
47 1384 537
7 421 58
1344 517 776
553 268 39
1486 791 800
862 105 744
1310 275 241
105 1176 522
1068 1091 182
1251 1219 466
744 63 599
749 766 432
1005 701 229
701 573 410
936 563 624
320 276 409
1038 149 841
1398 568 388
715 1265 873
465 233 71
1398 1492 499
393 303 80
80 635 282
1377 661 156
254 268 466
336 397 399
1053 1016 745
307 1074 346
240 370 135
635 1219 576
1078 1295 578
1423 652 562
703 22 28
149 1153 364
914 1368 769
368 70 806
613 973 910
1113 339 73
856 549 274
829 469 284
563 63 739
466 574 474
1306 1333 790
361 1265 177
566 739 407
1195 173 201
600 1004 26
748 1390 832
276 1099 259
1192 851 218
1026 798 143
1437 1053 439
486 1375 987
425 851 271
244 1368 818
447 243 42
988 1114 224
739 573 155
64 368 62
1244 438 477
368 862 757
851 539 917
781 1023 69
1377 80 547
772 856 545
279 975 734
576 1051 826
91 1232 85
225 1143 754
829 192 376
1053 680 949
1063 893 278
652 618 753
680 1005 557
794 1183 46
759 680 714
576 1091 747
149 91 154
336 119 249
1063 189 520
159 192 515
1004 115 12
268 985 182
1375 743 416
669 652 767
985 1004 704
944 22 289
1465 594 606
105 1219 409
774 829 503
63 494 582
1231 64 216
455 539 737
19 549 375
987 887 474
450 1461 583
824 176 840
686 276 917
337 1023 676
276 1440 630
1385 870 39
1016 149 115
1128 1265 718
1385 47 247
1136 1051 503
336 241 704
573 1176 533
670 483 298
469 594 909
241 610 756
192 511 637
588 421 356
1053 1037 63
486 103 881
553 813 601
1354 1213 506
1206 1003 978
953 1068 101
754 1183 781
244 1461 386
446 1388 772
743 1223 653
1232 794 59
661 511 586
953 1128 690
176 588 500
421 115 405
58 463 142
1295 1439 560
1037 134 231
64 1377 472
421 276 536
387 1077 793
618 466 403
671 1200 983
856 829 722
465 1417 282
1446 1305 5
861 1461 785
1365 941 580
1026 1446 110
1004 1038 716
772 755 523
1114 486 844
1008 138 393
862 1480 847
1381 192 923
988 1480 807
533 1213 860
307 304 263
1217 252 630
1366 304 719
755 710 77
901 1377 628
755 1381 718
781 134 315
241 1417 886
176 785 108
1195 397 350
996 588 383
1366 455 879
927 794 564
1091 397 754
1166 1051 734
268 428 154
1305 1104 958
486 240 80
325 375 750
701 1091 349
336 795 186
1053 1005 413
879 1114 203
87 624 937
829 710 201
1091 640 826
1051 862 136
1266 578 602
149 1410 351
578 901 758
80 466 53
602 80 340
1016 576 942
1028 774 363
486 794 376
1136 754 436
1305 1465 216
1423 1213 683
1037 266 983
1192 1341 985
1266 1189 997
681 1371 44
936 781 206
879 1223 680
768 114 139
755 1279 716
511 739 286
421 1016 114
588 774 548
259 105 50
103 1223 812
1366 1128 310
703 566 23
19 812 831
1194 1026 550
397 1068 978
225 710 438
772 264 75
115 138 142
553 661 234
1066 1022 946
701 703 580
224 848 730
217 1165 365
671 1127 571
1494 981 871
296 985 477
276 486 127
1279 1128 510
600 944 131
307 1305 159
1306 648 919
1417 465 999
703 241 333
1090 858 23
276 1053 524
971 1208 626
279 469 306
340 483 830
1440 1038 777
115 982 999
1128 1219 152
856 159 88
1368 1285 867
1381 119 139
325 80 941
455 1038 79
110 115 516
533 669 159
1195 511 125
103 794 84
589 508 666
1099 19 791
259 995 13
649 703 517
1375 921 584
985 953 126
1176 856 248
1383 772 683
7 189 226
473 1469 11
307 1341 17
1375 546 232
860 580 199
785 635 20
70 576 107
313 686 299
1004 22 160
110 1131 298
253 785 51
22 91 193
268 703 374
276 563 451
466 674 424
656 580 685
511 494 672
296 1263 727
703 675 898
1016 188 667
1023 119 345
387 566 156
985 22 846
428 965 48
975 995 902
1247 1121 824
563 781 4
285 796 811
781 995 627
600 705 316
138 466 266
774 279 406
397 1068 153
743 1381 403
1008 1377 340
549 1136 538
1136 134 535
763 481 551
988 1114 686
703 675 892
70 600 114
755 1104 291
268 466 888
795 671 533
259 361 32
563 879 709
539 581 734
370 278 110
49 1190 293
1384 1366 536
573 212 577
774 573 209
346 1176 616
149 225 389
527 741 909
576 149 79
588 64 938
711 9 914
486 1026 89
795 686 213
1384 115 584
546 494 28
36 121 168
795 759 931
244 421 349
806 407 929
421 91 313
1385 1016 501
1437 159 728
774 882 265
421 307 221
54 1377 621
635 421 213
568 1377 206
774 901 751
1377 326 597
755 533 852
1127 466 695
415 600 63
664 1068 169
1480 1213 911
705 425 488
346 320 956
361 772 402
1091 110 872
944 1077 364
466 1279 534
174 483 774
1437 134 120
428 490 846
1095 1004 590
105 812 846
860 1053 222
551 1232 789
745 1008 829
505 1381 595
953 905 803
982 494 185
772 879 731
1341 1091 981
505 447 269
600 278 153
486 1176 240
1222 645 281
494 1183 696
674 325 519
1417 848 604
552 638 960
1368 1038 803
419 1298 375
455 1266 660
546 1131 723
63 743 910
159 397 304
743 149 254
483 563 437
1306 119 292
486 1232 910
304 549 599
794 138 866
425 656 772
1244 660 690
304 669 919
772 1219 748
739 563 555
35 1217 28
553 225 362
375 588 789
588 576 535
149 879 356
703 1437 573
813 425 595
1341 110 288
669 1465 290
772 686 593
505 774 527
872 961 545
953 336 843
70 1037 768
159 465 304
683 744 148
421 1440 140
755 1341 907
703 337 348
936 739 623
674 649 754
1241 399 489
710 63 884
228 1385 505
661 580 130
656 563 554
646 866 587
785 1091 322
1398 1465 20
703 923 517
1192 192 766
580 64 894
138 421 13
7 80 575
1265 368 21
829 336 465
63 798 928
1053 469 28
813 1091 747
860 229 11
428 397 545
953 1231 196
1219 1231 302
610 115 951
252 1008 639
1026 91 988
1128 953 543
781 387 883
1251 1232 296
1232 505 509
701 1166 451
574 70 294
149 1177 191
264 241 41
594 618 648
848 1232 752
1068 64 180
1375 988 360
460 800 391
811 261 634
794 1301 695
1176 675 134
1104 600 256
264 804 882
421 901 368
994 1160 167
795 581 717
1008 19 568
1440 480 192
982 772 5
1099 1082 627
1074 58 29
1068 879 32
337 1063 42
110 563 789
921 1377 305
703 276 528
1004 1341 353
618 953 446
984 273 529
1005 1077 514
1366 686 715
794 368 37
794 772 200
70 1306 260
745 1231 234
1306 772 59
1366 176 589
703 742 503
1305 212 79
1217 553 842
944 1368 34
486 110 740
88 795 288
988 159 686
982 233 693
397 901 601
703 829 652
273 190 123
893 1266 967
1440 240 891
1492 7 449
103 923 4
921 566 422
563 1251 940
1026 1223 830
574 744 579
798 447 737
437 78 501
566 1384 573
494 710 123
7 533 671
581 574 645
1446 566 663
879 1266 623
600 743 810
252 268 767
1005 1176 148
982 848 69
292 772 457
425 648 839
1176 887 712
1134 600 510
88 1261 696
773 1099 199
785 1134 912
1195 63 195
134 1279 14
159 494 183
1223 192 284
1437 1377 876
539 1254 153
694 299 208
276 279 433
860 549 765
47 1417 676
1026 862 127
982 1231 973
1261 645 65
1176 1354 531
1456 486 531
877 890 102
425 7 5
703 1074 707
996 870 341
346 91 980
425 1440 564
1377 1008 77
884 421 523
1023 115 753
1136 1063 409
1005 1176 536
119 1305 172
151 1458 28
703 1261 546
228 851 425
1381 785 273
188 88 76
930 600 994
1399 1301 729
831 114 323
1051 1231 469
532 381 516
710 640 684
59 687 324
240 798 862
578 1232 82
511 466 650
1292 902 59
1219 447 414
1383 901 171
927 745 166
115 466 370
774 19 309
744 64 60
288 774 253
447 1195 8
1194 563 324
1333 829 522
588 110 418
225 149 743
1095 1183 203
134 1219 714
22 1166 656
447 618 137
1439 1051 190
795 549 312
494 553 975
337 105 477
1051 578 828
703 936 441
635 1366 7
988 795 945
307 1375 414
635 276 713
1266 337 136
1095 64 706
549 64 665
649 916 767
494 822 395
494 600 851
988 755 529
304 1305 857
674 421 496
490 703 907
1091 1423 132
527 469 630
494 337 642
264 568 816
88 1385 622
669 649 277
1104 244 80
332 61 399
1026 1213 804
936 848 33
1368 744 923
1426 525 794
1060 233 381
795 1440 759
1274 112 526
1176 1143 533
1301 887 420
671 397 852
588 1385 4
105 494 757
701 1005 725
511 1480 481
1312 1091 898
337 664 668
656 1176 382
1440 1232 535
588 387 863
754 600 267
1008 19 386
1095 233 949
985 91 931
1480 818 208
248 1192 200
1377 754 768
1341 486 120
1366 527 290
1074 870 346
1333 35 547
483 86 109
804 546 460
99 660 233
1100 486 956
649 862 573
1000 816 254
1219 368 298
225 266 870
264 1023 736
680 397 527
772 1023 183
594 1465 950
1026 1465 732
1004 465 890
675 860 150
1091 1284 51
259 178 432
1295 505 349
1219 936 809
701 669 833
842 734 408
326 1261 539
914 1385 193
1143 829 583
307 1232 212
901 923 743
266 1100 294
710 1492 826
879 812 619
829 921 68
520 996 954
35 893 658
1100 159 846
304 640 168
278 573 123
233 387 922
421 848 108
755 486 895
1439 884 816
640 252 742
425 781 859
1403 888 747
936 1261 618
798 574 73
829 397 419
772 1265 57
1053 1295 836
680 370 99
1319 944 926
914 944 250
795 1480 576
795 228 897
1038 178 277
785 856 56
594 134 332
1131 224 392
19 1053 952
804 189 803
1119 172 702
1063 337 90
421 975 500
573 551 613
1383 466 839
1077 326 844
387 1232 368
1213 244 891
701 774 879
1131 1169 336
640 1176 704
703 785 143
1051 813 524
1377 212 90
369 1169 735
600 581 746
494 856 845
1492 861 194
1037 851 451
179 185 428
876 1002 431
1368 851 509
573 741 626
1219 1492 517
851 674 571
1060 594 113
276 804 847
91 325 516
944 105 327
421 296 588
1461 794 643
1383 264 602
1153 1037 933
600 661 823
1004 774 835
566 739 111
276 279 213
1232 669 9
568 1385 868
19 549 799
701 574 399
652 320 797
1008 703 264
743 1074 752
812 686 138
142 383 275
466 656 769
703 916 115
259 829 607
703 64 178
1342 583 518
745 1333 922
829 546 900
674 115 805
563 259 953
1349 459 753
1183 785 592
1492 1423 378
862 560 874
103 1461 988
914 1051 218
91 635 544
415 91 594
307 921 907
1003 1421 405
600 733 514
884 64 973
1008 600 518
1383 1265 506
7 563 361
705 1465 509
610 1008 137
1223 1068 682
580 1192 94
683 755 987
664 241 81
64 914 110
927 397 570
652 914 679
1068 566 265
1023 581 923
1333 1078 397
346 70 121
1305 304 979
105 134 768
691 747 462
600 241 324
1104 829 682
70 856 587
386 1475 602
1038 421 231
1295 1301 264
772 264 891
640 916 282
336 1231 803
829 103 755
1301 1377 663
1261 600 457
188 105 287
1377 1354 134
1153 745 242
851 710 985
1465 1051 477
278 1281 943
244 466 500
861 860 734
1366 594 74
880 371 521
276 618 708
88 307 13
1366 1016 350
1244 397 719
879 675 904
1381 680 185
851 671 573
1368 794 473
953 511 308
884 115 746
64 860 426
1083 195 334
1492 652 214
600 1375 591
1114 149 917
527 744 239
995 447 964
64 860 448
466 1377 949
988 745 85
1305 134 135
921 549 899
563 1266 299
1333 1104 988
278 559 423
774 985 367
553 1232 169
563 307 462
1377 744 597
985 813 365
1417 192 609
266 276 97
1004 447 926
1154 1263 525
492 870 331
948 617 316
119 1026 645
739 953 54
588 683 940
944 1063 944
1195 785 20
569 1485 63
1261 573 490
1219 856 578
576 649 336
581 1480 457
563 652 883
755 588 544
675 683 316
1261 744 465
1068 686 776
862 710 76
428 22 993
1375 856 751
588 1456 465
588 669 45
1026 1219 54
1456 635 386
861 640 359
1068 785 584
1385 105 869
276 618 752
927 486 598
1302 168 734
703 635 147
455 574 833
812 192 655
344 415 860
1456 486 448
1461 580 85
739 134 707
921 648 495
710 1446 322
581 745 62
240 1385 126
447 781 674
1166 1492 232
640 159 174
134 996 554
397 225 383
421 985 330
1385 588 464
1232 1231 251
1461 1008 294
244 1295 340
370 64 672
7 1008 341
574 1366 464
772 178 586
1053 1077 362
1384 1417 780
675 1251 130
847 6 796
1265 574 888
703 212 294
505 115 585
588 1266 756
1423 138 434
307 1437 981
533 675 724
482 292 329
884 134 70
340 1383 983
568 455 672
119 307 344
65 1406 2
954 1276 192
244 1136 306
1213 754 41
856 533 650
669 566 669
490 1446 980
486 812 954
1104 64 873
225 754 918
252 1095 569
975 1366 767
887 703 156
370 1261 628
336 1176 410
1104 490 571
669 486 107
1217 1183 985
1345 1474 938
550 758 760
640 149 64
201 985 882
1306 1183 609
648 573 412
1381 149 944
985 822 184
233 1375 181
259 710 423
652 686 275
1037 675 85
861 1235 335
466 1192 356
1398 675 487
1195 486 314
876 546 62
772 1127 834
19 1461 52
225 1301 118
511 387 59
1173 1064 331
1219 635 54
1333 1456 940
549 553 805
1023 813 840
908 901 85
590 1142 645
1091 1385 706
1363 1383 291
930 325 945
975 1385 558
559 1113 726
178 70 141
648 415 287
1384 563 318
91 1423 882
1446 1091 715
1319 743 262
1166 798 781
466 1446 80
1008 425 995
745 276 841
914 1417 295
375 965 778
233 1446 913
1265 703 566
1100 923 186
573 1060 486
430 784 128
580 705 205
450 898 681
1480 785 442
887 813 784
913 203 357
241 985 159
568 279 829
381 1203 779
1127 996 723
568 600 968
701 600 689
70 566 254
600 1265 35
1166 1068 826
151 106 435
560 1273 663
822 1295 297
549 225 326
1368 1217 454
914 580 439
1368 481 700
1183 1301 114
387 710 559
1127 710 894
1385 1368 822
19 755 987
511 648 498
671 1295 625
1232 375 236
336 944 74
534 304 411
494 252 134
35 822 443
1407 899 651
138 549 616
652 511 505
594 520 767
262 1123 695
241 568 513
927 683 256
110 490 659
600 649 881
1232 346 202
89 465 890
701 1038 995
1377 755 211
300 551 667
618 244 905
1465 455 922
421 192 257
600 588 976
739 1176 38
1446 415 652
930 397 844
1223 387 424
279 421 8
546 862 150
77 1325 903
930 566 406
739 988 248
134 1189 744
675 1127 3
1176 307 123
1217 259 945
1151 577 828
1492 553 722
671 870 256
1219 103 657
278 1319 674
1375 533 943
401 1343 198
375 1004 927
1219 63 188
455 1091 878
7 19 53
813 1004 664
1143 1195 478
1381 1038 277
1492 486 987
953 134 592
192 307 85
466 505 43
953 798 1
1176 755 548
588 739 787
464 707 660
1127 466 190
1143 228 908
1095 795 162
1331 679 657
253 7 910
1232 1099 510
1153 1295 658
703 105 720
829 581 395
134 447 124
1231 1183 188
1438 729 371
1410 148 857
574 425 344
138 481 956
1153 469 634
1213 1008 546
671 304 824
563 744 193
755 772 88
886 1398 600
785 241 638
829 465 282
953 1051 84
1437 1223 648
173 825 381
618 1375 389
1127 1100 558
466 1127 837
754 533 677
916 611 438
1223 326 639
939 1183 299
600 1127 955
425 988 38
320 1465 746
1153 652 183
225 686 529
304 325 673
643 894 635
1383 486 652
1219 266 515
397 671 639
703 1004 253
1189 1446 508
1383 1051 137
755 1192 896
594 1423 528
576 325 818
149 244 411
618 1232 483
549 119 881
1223 465 847
1053 88 455
879 953 591
17 1256 326
1437 953 917
1005 856 735
985 1423 620
553 105 604
851 103 782
794 759 657
63 588 916
563 465 453
965 1232 736
192 1136 932
1035 586 463
1192 594 857
159 486 730
861 578 268
1232 995 803
851 559 577
1104 580 17
1051 266 366
745 421 316
1026 812 658
1195 675 407
799 739 363
1077 1028 431
594 1023 685
337 580 253
754 1063 642
1143 600 11
1136 829 721
1008 1068 497
985 618 579
1354 573 214
88 1213 31
481 901 883
923 680 644
120 1311 191
546 887 180
192 1189 875
1099 774 527
1213 573 592
381 746 49
1375 1099 402
862 563 85
1295 568 874
511 1366 780
635 1136 470
1072 534 698
953 486 512
549 594 970
745 70 548
549 178 198
923 1333 111
1192 1232 537
1295 1023 257
70 188 139
675 927 395
553 1223 453
1114 1261 525
1417 397 418
276 856 922
772 1153 273
240 1192 824
594 110 107
1407 633 231
623 270 238
1217 1099 809
923 264 874
1398 995 13
1492 985 639
1398 703 63
241 710 381
568 1194 211
743 656 358
387 346 133
345 321 640
1470 594 708
799 795 661
486 80 6
652 421 690
773 134 296
1437 560 141
574 276 539
1016 397 544
689 730 156
893 1480 218
1038 745 411
985 649 912
268 447 841
1384 1217 655
497 1418 987
1223 465 536
862 916 454
671 588 183
645 745 225
671 563 347
860 483 674
276 119 243
466 1366 843
70 296 242
701 1232 909
985 368 798
385 837 43
115 325 503
1100 600 87
754 680 752
759 675 951
486 1100 694
870 1385 755
953 755 827
307 1266 815
645 278 618
47 1456 932
1333 743 105
119 370 357
1385 19 842
375 1165 487
739 1176 711
774 428 623
1266 1306 475
1068 1192 795
546 1305 49
1051 240 727
1439 923 494
47 241 289
1279 1377 252
829 930 488
1383 1384 920
887 240 330
188 1136 153
527 225 881
1104 178 520
686 985 136
914 279 491
466 1333 413
931 635 267
742 447 409
656 276 23
1005 80 720
1183 1385 415
368 228 918
822 785 501
309 440 611
