98 100
16 21 52
1 6 17
4 9 74
26 24 90
5 3 79
19 5 53
22 12 28
28 4 3
24 4 13
8 16 16
23 12 99
1 17 86
28 20 91
19 11 5
17 19 5
14 11 97
20 1 91
12 1 95
1 26 16
10 14 4
11 9 90
3 18 25
8 12 30
10 6 13
14 23 75
19 13 18
17 18 99
10 21 96
25 16 75
27 10 6
12 14 99
11 24 49
12 1 99
27 12 7
18 19 44
15 2 91
10 17 14
4 12 54
2 25 83
3 21 90
6 10 24
20 3 37
17 10 75
22 12 9
14 26 96
11 12 89
24 12 47
19 7 23
20 5 35
17 16 56
16 12 86
14 23 4
5 18 55
17 11 56
24 1 60
1 23 57
21 6 64
6 8
1 4 21
4 3 49
4 5 37
5 1 17
3 4 56
1 6 14
2 3 78
2 4 58
35 100
31 32 42
1 10 76
34 4 40
24 30 91
30 22 57
28 22 87
22 18 27
20 3 99
20 2 89
10 9 54
33 9 56
32 1 67
4 26 70
32 1 32
9 4 50
20 19 6
30 26 90
3 4 66
7 30 5
19 35 83
28 20 50
34 1 27
19 25 73
10 20 47
25 3 20
9 22 82
22 28 26
30 3 56
22 34 94
25 19 28
32 1 27
9 5 51
10 17 58
18 22 84
16 34 96
23 18 21
29 10 66
18 5 49
24 1 65
28 25 77
32 5 24
25 34 23
3 9 100
10 9 13
10 22 63
10 3 5
16 34 60
26 22 97
20 30 96
9 18 94
9 25 82
22 28 2
3 32 68
13 30 40
1 22 17
15 16 6
2 9 94
9 20 51
34 26 70
18 3 51
19 28 100
1 34 86
22 30 28
20 27 92
30 18 53
31 19 13
17 3 91
12 2 40
25 5 89
22 8 89
10 34 54
20 16 74
16 26 43
32 20 39
26 10 21
29 14 15
22 16 66
31 10 34
35 18 46
11 24 56
22 9 46
4 17 74
35 25 13
4 24 100
25 17 46
31 24 39
1 10 59
28 3 20
21 27 35
26 3 2
5 6 82
19 26 59
18 1 49
19 24 88
9 26 28
28 26 88
9 1 20
22 9 57
24 5 6
4 24 79
26 99
8 23 65
5 19 69
13 6 46
21 5 19
10 5 96
4 15 18
8 15 45
26 21 32
26 22 88
4 19 76
9 19 11
15 23 72
1 5 3
20 7 87
1 14 62
2 12 97
21 17 78
4 22 88
21 5 25
26 7 55
26 2 20
19 3 16
5 9 11
25 14 54
23 12 21
5 20 70
5 12 76
10 22 71
24 1 62
2 10 35
19 23 15
26 22 18
17 15 8
23 17 44
26 4 78
22 10 97
12 21 13
4 22 24
3 9 88
15 9 21
2 7 61
8 11 46
20 8 76
23 9 64
7 4 70
4 19 95
24 8 85
19 13 51
22 3 1
15 5 74
8 3 81
18 26 79
10 19 52
9 15 40
25 11 72
7 23 78
2 23 66
5 15 13
21 22 34
5 12 16
3 25 53
12 2 60
20 2 17
3 10 81
26 21 98
24 10 18
9 4 27
5 2 31
3 2 48
25 10 4
6 5 1
5 25 100
3 26 14
20 19 43
1 8 48
3 19 26
9 16 28
18 10 34
21 7 19
19 6 56
1 20 23
19 2 74
5 10 28
16 14 86
23 21 66
10 6 89
17 8 18
15 10 6
3 7 65
17 14 98
11 24 70
26 5 74
8 5 95
5 26 49
9 15 41
10 6 57
8 6 50
23 19 99
5 17 68
8 18
5 8 70
4 7 67
5 4 52
7 3 93
7 4 87
3 8 72
6 3 45
5 8 26
2 8 55
4 1 56
2 6 71
3 4 2
3 7 21
6 4 99
5 8 82
8 4 99
7 5 89
4 6 85
85 100
18 60 90
53 57 24
16 62 89
47 21 37
10 43 89
44 1 43
3 42 41
3 46 9
36 61 43
3 69 33
5 4 50
26 48 60
75 16 80
4 20 21
43 51 78
13 43 5
31 6 74
43 3 29
18 6 92
59 6 31
83 42 10
73 60 54
43 51 76
84 41 28
43 31 18
70 43 97
43 1 35
3 21 75
80 60 71
78 11 8
80 31 10
28 20 11
66 30 51
34 74 71
11 42 15
81 37 54
68 33 39
80 82 79
51 21 1
60 74 63
16 6 44
67 48 13
55 72 58
80 63 5
16 66 87
22 72 38
8 16 93
14 66 60
31 19 84
59 47 62
80 69 16
69 27 77
18 77 4
19 43 12
29 77 19
85 39 36
54 39 92
45 63 61
12 47 50
18 49 77
55 76 78
3 64 69
56 5 71
64 38 30
51 55 81
41 74 59
26 16 66
6 31 87
7 13 4
13 17 100
84 40 22
79 81 100
51 47 18
39 33 78
39 80 54
81 5 16
10 23 91
51 47 45
21 80 42
52 65 2
57 16 96
49 71 26
32 13 8
21 80 53
43 59 52
21 52 35
59 3 8
59 18 62
25 6 63
19 5 17
21 9 76
49 58 54
61 66 92
60 18 12
15 16 87
2 5 49
35 48 67
1 50 57
51 19 69
43 24 33
3 4
1 3 46
1 2 41
3 2 88
2 3 22
63 100
10 29 51
34 15 79
24 35 23
46 30 37
59 9 13
61 30 100
62 26 83
44 24 22
44 37 47
17 40 99
28 37 17
24 54 77
13 25 5
12 10 90
25 38 41
51 20 16
40 28 57
53 44 42
7 5 71
29 35 96
62 55 60
30 17 83
5 42 2
60 59 95
15 6 73
13 28 53
6 14 61
13 53 71
13 49 90
9 30 63
28 45 74
15 37 12
30 44 14
13 62 15
46 13 66
30 29 99
33 29 84
40 62 19
24 46 62
46 40 11
25 27 51
40 38 74
50 29 5
2 8 36
46 40 50
28 17 74
30 53 38
28 15 28
13 44 62
9 4 32
63 49 36
30 37 98
41 58 50
8 25 58
27 37 17
43 42 99
40 30 92
27 37 3
16 42 85
27 40 26
62 17 78
13 35 50
13 18 24
30 50 62
30 15 29
38 53 62
47 35 86
11 40 62
13 53 4
28 34 13
34 19 53
57 17 28
13 53 28
23 12 21
1 31 46
21 63 79
22 11 28
15 40 32
51 37 37
3 46 33
31 62 99
27 14 73
40 25 89
6 28 79
48 28 54
5 35 92
18 32 97
6 40 52
53 28 10
29 50 76
62 37 76
24 38 61
52 27 78
27 15 53
56 46 52
34 14 78
15 29 11
39 7 42
62 58 3
36 29 73
30 100
8 20 74
28 7 33
3 20 20
17 9 72
21 4 91
29 7 73
2 24 92
4 20 23
5 11 72
21 9 80
4 16 54
21 9 60
7 21 66
7 10 86
7 12 84
24 29 86
6 28 47
21 7 80
7 19 91
11 24 45
22 28 58
28 3 63
24 19 80
19 21 8
8 6 4
21 20 1
3 17 86
4 5 49
16 28 19
23 24 29
22 11 1
14 11 23
10 3 60
4 17 6
5 8 56
3 19 9
7 20 76
10 2 41
15 4 9
16 14 30
6 29 43
13 12 14
20 2 30
10 4 31
16 5 24
20 7 48
18 17 95
28 11 50
28 14 51
7 15 46
10 24 64
28 27 1
29 28 29
22 29 91
19 16 25
9 15 85
28 21 94
16 23 75
5 10 68
23 11 49
6 16 53
28 7 57
28 3 35
27 9 56
19 27 87
8 29 59
19 24 41
7 28 22
28 24 68
10 4 4
18 29 21
19 20 12
9 20 20
9 11 20
2 20 28
15 27 94
19 17 70
3 30 65
15 14 2
17 5 52
13 26 44
15 24 57
25 21 55
3 10 98
15 22 63
14 12 34
1 25 95
20 9 42
23 5 68
28 18 28
9 28 100
21 19 24
23 29 98
3 27 91
12 15 54
21 27 83
18 22 49
20 4 58
28 19 62
22 15 75
33 100
2 29 29
20 12 38
3 16 64
1 28 97
11 19 40
31 16 44
24 11 95
6 3 33
1 29 91
28 27 36
28 14 80
11 10 20
9 1 52
11 24 30
12 19 59
7 27 50
4 14 34
12 7 20
19 7 3
16 6 18
2 19 71
2 10 37
32 8 92
2 22 48
3 1 76
14 11 98
3 16 59
2 22 21
6 11 43
11 16 9
11 20 79
18 2 61
19 29 65
20 13 77
8 12 15
14 21 66
1 14 65
7 11 83
19 1 20
22 7 31
27 11 21
22 11 87
10 24 1
25 18 31
30 6 86
2 5 42
13 22 33
15 10 24
14 30 52
7 11 49
12 3 33
8 11 45
9 20 2
14 7 100
16 1 22
3 30 51
13 2 79
9 6 20
12 27 30
1 26 50
11 24 22
20 11 7
12 19 31
22 8 7
28 29 3
9 24 39
22 14 64
14 16 79
13 22 11
23 27 94
6 14 92
3 19 81
27 8 35
6 29 90
10 8 86
27 7 34
13 16 26
13 3 20
1 2 79
12 14 89
12 27 86
17 22 78
12 27 29
7 9 18
22 13 15
21 16 58
11 22 75
33 32 37
11 18 42
27 16 40
12 8 32
16 7 88
28 12 32
27 11 52
16 10 17
14 13 94
12 11 49
24 27 15
3 20 68
29 16 86
53 100
51 16 30
9 47 75
2 1 1
45 36 69
13 29 87
3 26 49
22 34 6
24 37 66
51 53 99
37 51 7
37 11 10
52 45 60
38 23 11
48 1 17
4 51 29
37 24 78
31 10 1
45 22 62
18 36 73
34 37 93
37 31 44
51 13 58
45 14 57
33 3 9
14 31 96
37 11 51
42 25 86
48 45 24
52 53 56
50 7 4
2 13 61
2 40 30
53 34 36
38 39 32
30 3 37
24 13 97
2 31 23
29 14 32
51 11 65
22 53 80
48 13 34
14 12 35
50 48 71
11 53 91
28 2 33
11 51 1
23 35 86
11 51 34
41 52 89
51 53 31
34 51 61
51 14 40
29 48 76
2 29 8
50 27 50
6 38 100
37 31 1
2 53 11
42 24 87
51 5 88
16 11 14
52 29 76
17 8 1
51 13 62
33 38 50
34 31 52
31 1 94
52 29 14
52 24 49
31 47 47
48 14 91
1 38 98
48 2 18
11 22 23
52 53 52
13 11 24
43 22 85
45 51 76
14 2 47
20 16 20
48 21 8
48 2 89
31 34 24
1 13 53
37 48 71
13 23 55
51 22 64
52 1 38
46 14 30
1 31 70
29 44 50
23 32 29
17 34 48
38 37 27
29 52 73
15 21 22
1 23 94
46 19 13
48 51 78
49 20 16
72 100
71 66 100
31 48 98
48 66 87
50 72 80
21 36 43
48 61 55
23 38 29
45 40 95
19 11 63
27 23 76
15 8 26
21 55 66
70 66 20
48 55 54
53 30 100
28 64 32
25 13 100
18 66 98
1 17 33
50 70 96
31 19 34
3 60 2
50 55 12
26 9 74
33 72 26
42 25 4
52 23 93
72 55 10
55 60 38
6 14 69
70 25 77
42 24 80
56 29 55
51 68 64
54 29 58
12 72 45
17 48 35
46 22 80
64 4 94
50 55 92
64 32 7
55 31 47
21 48 2
42 26 11
70 38 78
5 70 58
45 21 8
4 8 48
49 65 36
70 72 46
68 31 20
17 55 39
35 32 95
51 67 63
72 66 41
31 48 18
72 14 76
38 65 65
50 72 67
47 35 78
21 7 31
16 62 58
66 1 67
15 25 53
70 55 44
6 1 92
63 52 86
56 38 11
50 6 39
53 1 3
17 70 90
6 59 24
1 70 11
6 70 21
56 62 76
31 70 24
21 50 86
57 36 77
70 22 10
70 14 47
14 39 18
25 21 19
25 70 100
5 58 17
14 72 2
66 20 84
10 21 85
26 37 58
43 13 99
14 72 40
6 50 36
44 33 54
55 31 92
10 41 33
25 72 79
34 36 67
69 36 87
38 66 11
48 70 35
2 31 50
70 100
44 30 72
18 54 14
45 47 100
18 59 3
18 30 46
63 56 22
45 44 96
44 56 46
32 36 83
59 30 7
41 13 46
61 47 94
12 7 14
29 47 58
4 29 97
48 45 30
49 36 2
47 44 32
44 5 62
10 33 88
59 39 35
42 27 11
56 26 19
47 30 52
44 54 100
18 68 59
64 40 2
56 47 3
69 13 53
61 52 32
62 37 7
10 21 56
16 8 36
59 37 23
18 38 97
51 48 74
56 47 2
18 10 76
49 15 37
49 9 22
28 16 52
57 26 96
30 38 99
44 10 48
10 47 39
61 56 86
58 40 73
41 24 92
10 31 77
34 39 45
20 70 91
19 59 99
1 21 83
58 45 50
11 25 76
37 65 69
17 44 98
59 13 40
13 44 9
30 13 67
11 6 50
44 59 17
44 59 12
38 59 94
17 2 41
55 11 11
11 53 19
68 36 68
54 12 8
10 30 44
10 30 79
43 30 74
59 13 31
67 19 82
66 53 14
56 42 23
10 46 70
59 10 85
4 35 52
13 20 99
17 23 91
22 33 51
43 28 41
44 38 37
38 44 6
14 42 81
47 30 87
46 13 46
13 59 100
59 47 56
61 47 30
3 50 26
47 13 76
13 54 51
44 30 34
30 60 100
30 47 60
11 10 33
38 13 60
3 53 16
9 14
7 6 69
3 9 99
3 4 27
5 4 30
5 8 58
5 7 92
9 2 87
5 4 10
7 6 7
2 1 64
5 1 86
9 6 61
3 7 61
4 9 60
7 16
6 7 7
1 5 60
3 2 51
7 5 93
3 7 77
3 7 79
2 3 95
5 2 92
5 2 37
6 4 34
4 5 92
2 4 42
7 6 28
3 1 30
5 6 77
2 6 34
14 29
10 3 9
10 6 24
7 6 71
9 12 63
9 10 63
7 8 15
6 3 12
10 5 41
12 5 32
2 12 91
6 1 60
14 8 63
11 7 73
1 11 18
10 2 48
7 10 37
4 9 94
5 10 7
3 5 55
11 5 58
14 1 48
3 10 75
13 2 47
12 11 34
7 10 25
11 3 23
3 10 65
5 9 28
12 11 26
99 100
63 31 83
59 68 67
37 75 2
25 80 59
63 41 38
1 93 79
68 89 6
28 37 49
24 81 81
80 74 22
69 6 85
23 25 35
93 68 78
94 72 71
62 72 65
34 81 86
96 57 12
68 40 57
39 73 45
75 44 39
2 83 10
84 67 65
17 24 75
37 68 85
15 68 88
29 4 88
74 21 38
97 59 65
45 51 11
47 8 3
63 72 93
74 64 82
20 25 29
13 84 29
24 63 38
10 23 44
87 52 58
68 29 63
40 81 24
35 99 51
43 74 43
66 11 60
19 17 20
12 46 33
33 70 99
55 11 87
24 50 88
67 69 13
41 72 93
45 63 85
14 94 29
11 16 14
34 76 26
52 63 64
99 92 17
78 65 55
72 80 43
7 99 42
99 24 40
9 14 73
64 58 83
30 34 60
2 8 74
63 81 94
97 18 88
82 35 35
48 5 21
85 21 95
32 36 27
59 77 60
98 19 46
68 86 48
49 69 42
31 53 59
39 96 62
42 69 65
90 93 37
91 15 29
54 17 63
31 33 75
2 52 5
71 85 66
95 94 78
22 94 73
25 88 100
60 73 90
69 16 53
3 21 40
12 21 6
25 5 82
79 17 17
38 40 73
49 56 65
16 63 21
80 27 71
63 96 87
32 72 21
28 65 6
26 29 52
61 52 46
34 100
13 7 23
32 29 2
18 26 16
7 2 75
12 31 65
14 12 38
7 26 52
3 14 74
29 20 22
3 32 46
9 7 34
32 34 64
32 17 24
5 7 65
32 3 53
1 28 99
29 34 33
28 29 52
27 26 4
32 23 79
23 34 52
4 1 72
24 1 96
23 32 27
14 21 48
12 22 26
32 1 98
16 12 70
7 3 19
9 28 4
4 26 20
29 4 97
23 6 53
1 28 53
22 14 81
28 13 80
12 13 87
4 16 79
31 12 60
7 21 88
7 29 10
27 13 97
34 7 37
5 28 2
14 26 6
9 13 26
1 2 11
21 12 24
30 2 55
7 13 39
22 3 83
19 8 15
28 15 67
12 15 53
22 27 65
32 4 87
7 14 15
26 31 84
1 31 40
7 34 13
7 21 74
4 7 57
15 26 50
12 17 24
4 7 78
30 2 69
8 14 79
9 30 28
11 8 6
1 28 61
22 32 71
15 9 63
26 2 50
25 15 86
3 31 45
2 15 44
28 34 85
27 29 48
7 13 50
22 5 13
13 31 2
14 32 97
7 1 59
33 2 84
9 13 39
7 23 27
28 15 72
4 21 58
7 3 88
15 7 71
14 3 90
7 16 43
17 22 24
14 5 87
3 16 74
17 30 45
28 10 22
14 32 60
7 29 34
14 29 94
81 100
36 64 5
24 27 28
45 4 33
73 69 83
75 42 39
9 60 19
24 27 69
49 19 99
25 24 92
4 24 72
73 4 14
58 27 43
66 33 85
8 15 28
33 25 90
10 77 44
4 31 76
47 70 5
50 51 83
5 34 61
12 65 36
30 25 43
25 47 66
8 18 86
76 33 69
72 53 6
4 72 11
56 58 1
53 67 7
42 12 27
49 48 11
27 4 67
54 31 64
74 54 67
53 72 62
42 23 29
38 73 6
70 29 6
55 46 73
34 77 42
79 16 47
40 22 48
46 35 81
32 57 28
23 73 61
48 43 96
31 62 75
20 31 68
78 39 8
69 59 10
58 7 98
72 27 24
13 45 35
27 4 48
25 47 90
53 24 81
22 71 40
72 73 13
47 14 16
25 72 46
1 77 98
6 73 82
11 71 74
63 60 55
27 77 45
53 33 43
25 21 100
27 24 77
27 16 28
26 9 43
58 68 64
30 44 44
25 60 74
48 21 32
25 8 72
73 24 3
22 31 97
81 72 35
17 45 82
73 35 16
47 33 12
24 47 73
35 3 98
47 52 46
51 2 88
4 73 10
51 80 21
57 4 17
25 27 3
6 37 13
23 51 29
28 66 57
61 16 45
24 4 39
78 11 98
47 64 4
24 33 94
25 41 11
25 53 66
27 53 53
99 100
53 70 49
77 97 78
33 62 56
92 39 31
38 28 22
36 45 89
59 43 89
31 52 17
34 2 91
91 9 90
5 25 68
11 16 88
35 21 52
69 40 28
63 81 59
60 94 64
38 33 66
55 48 66
65 67 89
87 4 46
52 72 89
69 10 69
86 36 66
56 8 4
84 57 57
43 57 21
55 23 46
23 49 1
90 68 62
35 63 44
90 97 38
37 55 74
6 7 15
81 30 24
81 62 48
29 25 58
63 59 44
41 68 16
81 63 23
97 81 5
70 93 38
52 30 29
81 16 14
56 6 74
18 1 15
6 59 80
83 34 50
3 59 10
78 72 57
82 59 7
42 62 89
46 45 62
51 63 75
47 72 15
78 15 2
15 24 34
19 65 70
15 99 5
69 59 74
10 79 79
75 16 73
74 6 72
83 51 84
68 26 67
62 93 33
97 60 80
73 22 89
87 80 26
83 54 29
25 65 85
76 63 4
69 45 79
59 19 50
32 75 93
4 30 56
90 64 72
98 93 2
44 62 40
18 44 35
13 18 75
88 65 89
81 59 4
89 64 36
65 71 10
66 6 44
30 61 6
96 81 69
51 27 87
81 50 89
48 12 63
20 72 88
58 48 14
39 23 6
14 33 96
42 73 28
17 73 91
4 95 5
85 1 10
23 59 96
91 87 46
79 100
32 24 40
74 41 99
53 20 94
77 39 90
67 68 89
10 30 53
13 4 3
19 11 36
48 51 41
77 50 45
24 12 75
55 32 70
65 45 97
32 44 74
66 63 66
3 40 62
30 48 5
21 9 8
8 36 86
75 58 49
14 43 15
75 27 85
75 48 47
61 13 84
18 9 47
47 15 34
2 20 62
76 18 79
9 27 52
21 48 95
39 22 38
68 27 1
19 56 12
36 68 59
68 37 14
36 30 40
60 48 21
13 46 83
30 38 84
53 43 84
70 24 61
75 59 6
55 42 97
67 48 97
36 79 92
68 21 59
27 39 87
75 39 33
75 30 85
25 48 80
48 30 71
65 30 33
71 41 31
69 22 94
53 39 31
56 57 27
72 43 55
36 64 10
31 56 71
47 13 74
65 35 35
52 32 65
27 68 80
46 34 81
54 58 24
75 48 50
48 9 67
21 56 13
7 18 68
67 46 14
59 16 32
14 28 67
29 26 85
43 5 40
48 55 64
30 68 100
21 9 1
68 21 63
6 55 88
2 62 41
67 39 92
67 36 14
39 21 63
9 30 17
76 1 19
56 27 71
26 39 91
66 26 100
55 41 1
75 78 69
67 75 96
17 45 34
39 56 76
68 53 6
33 66 72
53 67 25
21 23 94
73 18 88
49 32 63
3 36 74
53 100
49 34 17
28 31 18
25 8 78
39 42 61
13 21 5
25 10 29
14 37 90
19 24 41
18 7 28
32 23 8
19 17 55
34 2 63
23 18 94
13 21 93
19 7 55
18 23 23
23 17 50
25 19 61
13 10 5
28 32 44
7 27 19
42 35 99
16 40 30
41 25 25
27 25 74
48 35 11
19 39 29
28 19 43
20 21 26
13 25 58
28 51 17
41 32 58
18 23 92
31 43 75
8 18 58
47 17 87
41 32 24
41 18 93
27 40 44
51 23 77
6 53 73
14 51 28
41 18 6
29 25 62
3 32 1
17 23 24
13 38 38
50 10 56
43 40 92
13 28 82
1 32 40
46 31 30
23 33 20
23 40 42
23 32 22
2 50 98
19 17 97
23 17 91
18 30 60
25 30 33
47 31 3
8 41 17
28 31 87
30 23 47
32 39 69
21 9 16
7 32 68
10 4 67
21 27 38
5 7 31
23 27 69
6 45 16
19 39 92
35 52 95
7 25 9
26 6 19
28 43 90
31 6 34
36 44 87
8 31 73
39 19 74
8 28 35
28 17 31
22 27 2
50 12 36
31 41 76
27 39 100
17 41 67
7 30 68
27 41 76
19 32 95
28 43 92
41 19 78
11 29 40
30 32 7
28 15 80
43 31 18
40 19 10
7 10 18
44 8 6
66 100
41 56 26
6 58 85
43 55 1
42 41 50
36 50 49
7 46 65
37 7 53
22 11 12
40 54 89
54 19 16
24 4 31
43 19 16
15 1 83
45 1 9
60 1 72
19 54 46
14 28 74
26 41 31
13 19 49
54 31 78
32 13 12
18 49 75
41 19 60
19 14 17
21 19 76
21 52 19
43 48 86
3 21 13
16 52 98
52 54 3
15 56 49
44 10 43
17 56 20
9 41 74
40 2 100
13 40 100
19 42 40
40 52 4
43 41 42
63 56 79
19 41 26
43 44 66
8 46 100
49 44 3
51 48 80
63 48 92
34 44 59
43 61 40
48 13 43
23 42 97
23 13 45
33 28 81
39 35 34
13 64 54
42 43 36
56 54 72
15 25 78
52 13 91
13 23 12
44 53 17
24 13 32
19 63 23
42 56 77
29 54 39
2 65 50
43 41 89
48 56 66
52 56 91
14 57 94
63 48 52
48 7 99
62 2 26
41 21 84
13 21 17
42 41 88
23 42 6
23 59 22
47 21 85
23 6 26
56 5 70
40 63 46
14 48 88
41 23 92
28 66 22
38 8 51
20 26 75
7 36 36
39 43 98
42 56 80
30 41 100
56 40 94
52 56 53
43 12 79
54 56 77
42 52 93
19 44 48
14 21 20
22 6 54
23 42 33
27 56 96
85 100
28 37 63
46 4 68
22 17 45
56 63 28
59 44 17
25 43 38
43 17 56
30 38 87
77 60 29
23 32 91
26 31 41
14 71 87
37 35 83
29 21 87
67 9 16
81 27 71
9 70 55
84 22 83
69 58 26
75 52 42
18 17 58
34 27 6
64 17 61
55 27 6
5 55 56
66 37 99
63 57 75
53 27 54
66 62 75
1 62 21
34 9 51
55 82 38
76 24 49
62 71 84
4 40 13
18 5 63
53 17 88
7 24 35
15 85 69
47 5 62
22 56 63
75 36 67
60 45 78
26 38 23
68 74 70
37 53 81
62 26 72
16 83 11
56 17 73
48 18 7
29 66 88
80 61 29
67 16 66
75 27 34
3 47 63
67 79 18
66 22 39
42 68 59
37 17 71
73 28 63
8 49 69
53 37 36
11 85 47
13 59 51
59 54 36
46 51 56
78 63 80
18 66 72
37 10 25
12 67 27
66 53 69
7 75 67
2 56 21
55 19 15
28 32 35
5 66 5
45 46 20
50 16 99
66 5 48
74 67 31
80 62 31
17 27 52
5 9 53
10 85 89
69 74 24
46 9 36
20 64 59
85 33 25
66 5 47
41 17 62
13 37 12
9 27 12
18 34 38
12 39 84
23 65 67
6 17 11
72 22 28
9 18 38
49 9 40
27 34 77
88 100
88 77 14
76 44 64
7 25 43
36 75 52
56 52 24
38 45 25
26 69 28
24 44 51
27 23 57
64 17 56
7 80 64
63 87 74
25 71 34
52 44 30
4 19 92
11 15 85
43 61 23
56 52 25
4 14 92
3 14 7
68 52 65
40 14 50
37 32 42
2 56 89
67 3 7
80 13 96
58 45 25
29 40 97
4 51 86
14 29 77
29 56 43
49 40 21
36 70 60
73 49 6
26 75 77
55 34 16
56 23 37
56 21 27
43 81 6
2 4 13
13 55 73
88 38 98
47 16 85
18 88 81
80 86 49
29 77 56
40 80 63
29 40 5
3 72 29
23 37 83
7 75 98
37 40 25
81 39 65
35 6 78
82 13 49
40 75 26
31 43 58
48 2 86
56 11 40
46 37 20
77 1 53
62 6 33
7 77 71
10 15 60
7 50 89
84 37 57
67 66 94
77 40 51
56 80 17
14 17 71
9 24 59
36 85 60
86 5 48
59 4 1
42 43 17
77 65 40
29 53 90
67 12 94
60 79 97
8 40 51
74 61 95
37 2 52
41 19 44
26 78 8
6 46 93
28 13 81
56 29 98
30 11 63
54 26 47
3 33 40
11 83 83
20 80 63
1 2 51
75 23 84
61 36 47
52 60 73
22 4 12
87 60 13
16 8 8
40 57 8
66 100
11 17 66
6 53 2
41 52 21
15 36 70
39 7 25
57 30 17
6 15 35
36 62 97
38 32 28
16 13 53
53 1 34
60 58 1
40 10 31
4 40 48
6 33 62
33 8 34
48 53 40
52 6 6
37 55 40
37 9 86
62 48 67
6 62 61
37 33 44
15 10 94
9 10 85
39 40 6
12 25 2
32 48 16
35 5 7
6 53 94
20 45 35
42 40 82
22 37 78
3 1 53
55 6 100
41 6 47
6 41 15
8 41 54
60 55 98
63 52 3
41 33 13
53 15 97
6 52 57
55 36 40
10 36 83
10 49 19
45 22 19
12 51 57
9 41 62
64 16 55
36 28 39
41 10 32
18 8 47
27 40 88
36 41 21
53 59 80
41 48 72
17 57 56
57 41 42
65 32 84
43 36 8
9 36 99
60 55 99
47 65 99
41 19 73
33 41 26
57 31 100
12 34 46
38 44 26
8 41 56
53 8 85
36 65 4
37 48 43
9 53 86
38 34 64
48 37 18
26 32 68
52 8 71
55 52 84
31 14 30
23 55 75
63 2 40
34 46 23
6 41 97
29 63 45
65 38 95
56 65 57
6 41 75
36 33 94
63 66 78
3 61 57
54 16 61
15 37 61
50 62 47
5 52 2
48 60 18
37 21 34
60 53 60
16 17 31
24 43 72
20 63
15 11 94
10 15 44
18 13 84
19 18 38
16 14 85
19 9 50
1 9 40
2 16 19
11 15 55
15 7 30
11 4 27
15 11 89
18 3 87
20 2 36
19 8 75
19 16 55
14 3 13
10 8 98
15 8 27
7 5 89
1 8 19
8 17 4
3 17 12
20 8 19
11 5 12
12 2 40
13 16 39
11 9 83
12 9 34
5 3 45
1 18 38
19 2 35
19 17 88
10 2 38
8 19 43
11 13 63
13 1 27
11 13 24
15 1 36
11 18 65
2 14 86
2 4 68
3 5 86
5 3 41
12 19 40
8 12 12
6 16 98
14 4 4
15 16 87
18 13 66
13 18 37
19 16 70
6 12 58
12 8 80
4 12 5
1 6 29
6 15 78
17 2 19
4 2 51
5 3 17
20 2 90
19 13 23
9 1 91
18 38
8 7 71
4 11 65
2 15 94
18 6 6
15 2 63
13 8 74
18 13 18
15 13 98
8 14 49
15 6 43
13 9 85
1 4 96
7 12 50
10 9 22
15 10 39
5 1 42
4 5 96
1 16 30
9 8 14
14 13 85
15 7 88
7 8 3
15 11 53
9 1 54
16 18 20
12 10 17
13 7 21
11 18 44
8 17 68
2 10 34
14 4 2
8 15 63
2 3 12
3 7 9
17 6 5
4 3 93
5 4 69
15 11 80
44 100
11 43 24
13 5 77
1 7 95
25 6 20
2 25 26
5 22 46
25 42 20
20 43 5
41 4 54
39 20 29
24 27 78
39 16 71
17 20 33
36 37 46
34 17 19
2 33 66
17 42 41
16 43 97
35 4 59
4 16 15
5 11 77
34 10 19
29 36 73
39 11 57
15 4 62
3 38 79
16 29 18
25 21 61
19 12 48
10 34 89
32 39 27
34 13 93
23 35 79
35 43 9
33 4 50
41 23 69
6 35 17
34 23 22
17 36 52
34 25 72
5 29 89
16 29 62
36 19 5
38 25 10
38 5 51
43 16 44
1 28 91
33 20 6
16 6 42
17 16 7
41 4 13
16 20 52
10 36 99
20 15 41
20 2 53
20 19 96
8 31 13
11 8 70
11 39 13
43 25 49
23 18 8
39 44 8
36 42 17
36 41 46
35 6 34
2 17 25
23 16 72
41 25 6
2 23 13
20 3 23
23 43 17
43 37 60
41 39 48
35 38 3
2 41 80
11 23 16
35 3 23
11 17 80
2 39 56
16 4 34
36 34 41
29 25 69
4 38 56
23 5 98
25 35 9
39 41 71
40 16 47
39 27 21
13 26 41
30 14 20
3 4 91
2 25 32
8 1 53
29 9 93
39 29 32
25 10 42
14 19 38
35 39 72
25 4 89
17 25 79
81 100
22 32 7
31 34 39
4 19 78
21 6 77
60 22 56
38 23 95
6 70 53
39 18 26
16 59 74
9 7 75
74 59 83
60 53 5
57 51 81
60 71 70
76 78 15
70 67 39
67 28 77
51 70 6
7 33 40
47 46 54
18 71 39
36 53 15
7 19 4
15 4 90
52 39 70
78 31 97
42 50 16
1 8 3
32 3 96
28 48 32
21 79 29
39 24 95
18 53 87
4 51 18
32 4 97
55 61 97
49 33 4
69 53 35
11 75 33
65 67 65
29 58 5
37 67 55
43 81 86
70 78 98
33 20 42
22 52 17
47 19 1
18 6 1
52 60 50
54 28 57
10 39 3
78 23 85
18 39 77
51 53 26
71 68 31
1 40 28
72 21 26
11 17 89
80 53 61
56 42 78
60 22 14
79 5 8
4 78 60
71 78 73
68 12 33
25 77 50
75 21 86
